1560953593.821207 server started (83070): version 2.7, socket /private/tmp/tmux-501/default, protocol 8
1560953593.821255 on Darwin 18.6.0 Darwin Kernel Version 18.6.0: Thu Apr 25 23:16:27 PDT 2019; root:xnu-4903.261.4~2/RELEASE_X86_64; libevent 2.1.8-stable (select)
1560953593.823064 add peer 0x108201000: 9 (0x7f9ccb003800)
1560953593.823102 new client 0x7f9ccb003800
1560953593.823193 loading /usr/local/etc/tmux.conf
1560953593.823214 loading /Users/james/.tmux.conf
1560953593.823482 /Users/james/.tmux.conf: source-file "${HOME}/configs/.tmux.conf"
1560953593.823519 /Users/james/.tmux.conf: source-file "${HOME}/.tmux-themepack/powerline/block/cyan.tmuxtheme"
1560953593.823559 server loop enter
1560953594.841692 format ' #I:#W#F ' -> ' 0:[tmux]* '
1560953594.841768 unref client 0x7f9ccb003800 (2 references)
1560953594.841787 screen_write_start: size 11x1, no pane
1560953594.841802 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953594.841838 screen_write_stop: 11 cells (11 written, 0 skipped)
1560953594.841849 screen_write_start: size 270x1, no pane
1560953594.841903 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953594.841914 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953594.841945 /dev/ttys007: \033[?25l
1560953594.841973 /dev/ttys007: \033[80d
1560953594.841988 /dev/ttys007: \033[38;5;232m
1560953594.841999 /dev/ttys007: \033[48;5;39m
1560953594.842007 /dev/ttys007: \033[1m
1560953594.842015 /dev/ttys007:  0 
1560953594.842023 /dev/ttys007: \033(B\033[m
1560953594.842033 /dev/ttys007: \033[38;5;39m
1560953594.842042 /dev/ttys007: \033[48;5;240m
1560953594.842050 /dev/ttys007: \356\202\260
1560953594.842059 /dev/ttys007: \033[38;5;233m
1560953594.842068 /dev/ttys007:  james 
1560953594.842078 /dev/ttys007: \033[38;5;240m
1560953594.842087 /dev/ttys007: \033[48;5;235m
1560953594.842094 /dev/ttys007: \356\202\260 0:0 
1560953594.842104 /dev/ttys007: \033[38;5;235m
1560953594.842113 /dev/ttys007: \033[48;5;233m
1560953594.842121 /dev/ttys007: \356\202\260
1560953594.842134 /dev/ttys007: \033[38;5;240m
1560953594.842144 /dev/ttys007:                                                                                               
1560953594.842154 /dev/ttys007: \033[38;5;232m
1560953594.842163 /dev/ttys007: \033[48;5;39m
1560953594.842171 /dev/ttys007:  0:[tmux]* 
1560953594.842184 /dev/ttys007: \033[38;5;240m
1560953594.842193 /dev/ttys007: \033[48;5;233m
1560953594.842202 /dev/ttys007:                                                                                                
1560953594.842212 /dev/ttys007: \033[38;5;235m
1560953594.842220 /dev/ttys007: \356\202\262
1560953594.842230 /dev/ttys007: \033[38;5;240m
1560953594.842240 /dev/ttys007: \033[48;5;235m
1560953594.842248 /dev/ttys007:  10:13:14 \356\202\262
1560953594.842258 /dev/ttys007: \033[38;5;233m
1560953594.842267 /dev/ttys007: \033[48;5;240m
1560953594.842275 /dev/ttys007:  19-Jun-19 
1560953594.842285 /dev/ttys007: \033[38;5;245m
1560953594.842293 /dev/ttys007: \356\202\262
1560953594.842304 /dev/ttys007: \033[38;5;232m
1560953594.842313 /dev/ttys007: \033[48;5;245m
1560953594.842322 /dev/ttys007: \033[1m
1560953594.842331 /dev/ttys007:  Jamess-MacBook-Pro-2.local
1560953594.842339 /dev/ttys007:  
1560953594.842348 /dev/ttys007: \033(B\033[m
1560953594.842358 /dev/ttys007: \033[1;1H
1560953594.842367 /dev/ttys007: \033[?12l\033[?25h
1560953594.842376 @0 active pane not changed
1560953594.842442 /dev/ttys007: wrote 570 bytes (of 570)
1560953594.842457 job write 0x7f9ccae0bc10: whoami, pid 83349, output left 0
1560953594.842469 cmdq_next <global>: empty
1560953594.842486 cmdq_next <0x7f9ccb003800>: empty
1560953594.842497 @0 active pane not changed
1560953594.850204 format_job_update: 0x7f9ccaf0b410 whoami: james
1560953594.850231 cmdq_next <global>: empty
1560953594.850239 cmdq_next <0x7f9ccb003800>: empty
1560953594.850249 @0 active pane not changed
1560953594.850795 job error 0x7f9ccae0bc10: whoami, pid 83349
1560953594.850815 cmdq_next <global>: empty
1560953594.850823 cmdq_next <0x7f9ccb003800>: empty
1560953594.850831 @0 active pane not changed
1560953594.851032 server_signal: Child exited: 20
1560953594.851049 job died 0x7f9ccae0bc10: whoami, pid 83349
1560953594.851057 format_job_complete: 0x7f9ccaf0b410 whoami: 
1560953594.851063 free job 0x7f9ccae0bc10: whoami
1560953594.851222 cmdq_next <global>: empty
1560953594.851232 cmdq_next <0x7f9ccb003800>: empty
1560953594.851243 screen_write_start: size 270x1, no pane
1560953594.851268 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953594.851275 screen_write_stop: 270 cells (270 written, 0 skipped)
1560953594.851677 format 'whoami' -> 'whoami'
1560953594.851691 format 'james' -> 'james'
1560953594.851708 format '#[fg=colour232,bg=colour39,bold] #S #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] #(whoami) #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] #I:#P #[fg=colour235,bg=colour233,nobold]\356\202\260' -> '#[fg=colour232,bg=colour39,bold] 0 #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] james #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] 0:0 #[fg=colour235,bg=colour233,nobold]\356\202\260'
1560953594.851758 unref client 0x7f9ccb003800 (2 references)
1560953594.852073 format '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:14 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] #H ' -> '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:14 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] Jamess-MacBook-Pro-2.local '
1560953594.852135 unref client 0x7f9ccb003800 (2 references)
1560953594.852482 format ' #I:#W#F ' -> ' 0:[tmux]* '
1560953594.852533 unref client 0x7f9ccb003800 (2 references)
1560953594.852544 screen_write_start: size 11x1, no pane
1560953594.852554 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953594.852560 screen_write_stop: 11 cells (11 written, 0 skipped)
1560953594.852565 screen_write_start: size 270x1, no pane
1560953594.852589 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953594.852596 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953594.852612 @0 active pane not changed
1560953594.905123 /dev/ttys007: read 1 bytes (already 0)
1560953594.905148 /dev/ttys007: keys are 1 (:)
1560953594.905156 /dev/ttys007: next key is 1 (:) (expired=0)
1560953594.905163 /dev/ttys007: complete key : 0x3a
1560953594.905172 session 0 activity 1560953594.905170 (last 1560953593.839058)
1560953594.905180 cmd_find_from_session: s=$0
1560953594.905186 cmd_find_from_session: wl=0 1 w=@0 [tmux]
1560953594.905192 cmd_find_from_session: wp=%0
1560953594.905197 cmd_find_from_session: idx=none
1560953594.905204 session 0 not pasting
1560953594.905213 key table copy-mode (pane %0)
1560953594.905219 not found in key table copy-mode
1560953594.905226 key table root (pane %0)
1560953594.905232 not found in key table root
1560953594.905239 cmdq_next <global>: empty
1560953594.905246 cmdq_next <0x7f9ccb003800>: empty
1560953594.905256 screen_write_start: size 270x1, no pane
1560953594.905280 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953594.905287 screen_write_stop: 270 cells (270 written, 0 skipped)
1560953594.905718 format 'whoami' -> 'whoami'
1560953594.905732 format 'james' -> 'james'
1560953594.905745 format '#[fg=colour232,bg=colour39,bold] #S #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] #(whoami) #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] #I:#P #[fg=colour235,bg=colour233,nobold]\356\202\260' -> '#[fg=colour232,bg=colour39,bold] 0 #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] james #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] 0:0 #[fg=colour235,bg=colour233,nobold]\356\202\260'
1560953594.905781 unref client 0x7f9ccb003800 (2 references)
1560953594.906058 format '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:14 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] #H ' -> '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:14 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] Jamess-MacBook-Pro-2.local '
1560953594.906096 unref client 0x7f9ccb003800 (2 references)
1560953594.906305 format ' #I:#W#F ' -> ' 0:[tmux]* '
1560953594.906337 unref client 0x7f9ccb003800 (2 references)
1560953594.906345 screen_write_start: size 11x1, no pane
1560953594.906352 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953594.906356 screen_write_stop: 11 cells (11 written, 0 skipped)
1560953594.906361 screen_write_start: size 270x1, no pane
1560953594.906379 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953594.906386 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953594.906399 @0 active pane not changed
1560953595.175030 /dev/ttys007: read 1 bytes (already 0)
1560953595.175067 /dev/ttys007: keys are 1 (q)
1560953595.175077 /dev/ttys007: next key is 1 (q) (expired=0)
1560953595.175099 /dev/ttys007: complete key q 0x71
1560953595.175111 session 0 activity 1560953595.175109 (last 1560953594.905170)
1560953595.175117 cmd_find_from_session: s=$0
1560953595.175121 cmd_find_from_session: wl=0 1 w=@0 [tmux]
1560953595.175125 cmd_find_from_session: wp=%0
1560953595.175129 cmd_find_from_session: idx=none
1560953595.175133 session 0 not pasting
1560953595.175140 key table copy-mode (pane %0)
1560953595.175144 found in key table copy-mode
1560953595.175179 cmdq_next <global>: empty
1560953595.175185 cmdq_next <0x7f9ccb003800>: enter
1560953595.175189 cmdq_next <0x7f9ccb003800>: command[send-keys] (0), flags 0
1560953595.175193 cmd_find_target: target none, type pane
1560953595.175197 cmd_find_target: item 0x7f9ccaf03df0, flags 0
1560953595.175201 cmd_find_target: current is from queue
1560953595.175205 cmd_find_target: s=$0
1560953595.175208 cmd_find_target: wl=0 1 w=@0 [tmux]
1560953595.175211 cmd_find_target: wp=%0
1560953595.175215 cmd_find_target: idx=none
1560953595.175231 cmd_find_from_window: s=$0
1560953595.175235 cmd_find_from_window: wl=0 1 w=@0 [tmux]
1560953595.175239 cmd_find_from_window: wp=%0
1560953595.175242 cmd_find_from_window: idx=0
1560953595.175245 cmd_find_from_pane: s=$0
1560953595.175248 cmd_find_from_pane: wl=0 1 w=@0 [tmux]
1560953595.175252 cmd_find_from_pane: wp=%0
1560953595.175255 cmd_find_from_pane: idx=0
1560953595.175259 session_add_ref: 0 notify_add, now 2
1560953595.175270 unref client 0x7f9ccb003800 (2 references)
1560953595.175275 cmdq_next <0x7f9ccb003800>: exit (empty)
1560953595.175279 cmdq_next <global>: enter
1560953595.175282 cmdq_next <global>: callback[notify_callback] (1), flags 0
1560953595.175286 notify_callback: pane-mode-changed
1560953595.175291 session_remove_ref: 0 notify_callback, now 1
1560953595.175295 cmdq_next <global>: exit (empty)
1560953595.175298 cmdq_next <0x7f9ccb003800>: empty
1560953595.175302 cmdq_next <global>: empty
1560953595.175305 cmdq_next <0x7f9ccb003800>: empty
1560953595.175309 /dev/ttys007: redraw needed
1560953595.175315 screen_write_start: size 270x1, no pane
1560953595.175334 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.175340 screen_write_stop: 270 cells (270 written, 0 skipped)
1560953595.175553 format 'whoami' -> 'whoami'
1560953595.175851 run job 0x7f9ccaf0acb0: whoami, pid 83478
1560953595.175893 format 'james' -> 'james'
1560953595.175926 format '#[fg=colour232,bg=colour39,bold] #S #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] #(whoami) #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] #I:#P #[fg=colour235,bg=colour233,nobold]\356\202\260' -> '#[fg=colour232,bg=colour39,bold] 0 #[fg=colour39,bg=colour240,nobold]\356\202\260#[fg=colour233,bg=colour240] james #[fg=colour240,bg=colour235]\356\202\260#[fg=colour240,bg=colour235] 0:0 #[fg=colour235,bg=colour233,nobold]\356\202\260'
1560953595.175976 unref client 0x7f9ccb003800 (2 references)
1560953595.176299 format '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:15 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] #H ' -> '#[fg=colour235,bg=colour233]\356\202\262#[fg=colour240,bg=colour235] 10:13:15 #[fg=colour240,bg=colour235]\356\202\262#[fg=colour233,bg=colour240] 19-Jun-19 #[fg=colour245,bg=colour240]\356\202\262#[fg=colour232,bg=colour245,bold] Jamess-MacBook-Pro-2.local '
1560953595.176344 unref client 0x7f9ccb003800 (2 references)
1560953595.176638 format ' #I:#W#F ' -> ' 0:[tmux]* '
1560953595.176681 unref client 0x7f9ccb003800 (2 references)
1560953595.176692 screen_write_start: size 11x1, no pane
1560953595.176701 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.176709 screen_write_stop: 11 cells (11 written, 0 skipped)
1560953595.176715 screen_write_start: size 270x1, no pane
1560953595.176748 screen_write_collect_flush: flushed 0 items (0 bytes)
1560953595.176756 screen_write_stop: 70 cells (70 written, 0 skipped)
1560953595.176780 /dev/ttys007: \033[?25l
1560953595.176791 /dev/ttys007: redraw pane %0 (at 0,0)
1560953595.176812 /dev/ttys007: \033[38;5;255m
1560953595.176820 /dev/ttys007: \033[40m
1560953595.176825 tty_clear_line: 270 at 0,0
1560953595.176831 /dev/ttys007: \033[K
1560953595.176837 tty_clear_line: 270 at 0,1
1560953595.176842 /dev/ttys007: \r
1560953595.176847 /dev/ttys007: \n
1560953595.176852 /dev/ttys007: \033[K
1560953595.176857 tty_clear_line: 270 at 0,2
1560953595.176862 /dev/ttys007: \r
1560953595.176867 /dev/ttys007: \n
1560953595.176872 /dev/ttys007: \033[K
1560953595.176877 tty_clear_line: 270 at 0,3
1560953595.176882 /dev/ttys007: \r
1560953595.176887 /dev/ttys007: \n
1560953595.176892 /dev/ttys007: \033[K
1560953595.176897 tty_clear_line: 270 at 0,4
1560953595.176902 /dev/ttys007: \r
1560953595.176907 /dev/ttys007: \n
1560953595.176912 /dev/ttys007: \033[K
1560953595.176917 tty_clear_line: 270 at 0,5
1560953595.176922 /dev/ttys007: \r
1560953595.176927 /dev/ttys007: \n
1560953595.176932 /dev/ttys007: \033[K
1560953595.176937 tty_clear_line: 270 at 0,6
1560953595.176942 /dev/ttys007: \r
1560953595.176947 /dev/ttys007: \n
1560953595.176952 /dev/ttys007: \033[K
1560953595.176957 tty_clear_line: 270 at 0,7
1560953595.176961 /dev/ttys007: \r
1560953595.176966 /dev/ttys007: \n
1560953595.176971 /dev/ttys007: \033[K
1560953595.176976 tty_clear_line: 270 at 0,8
1560953595.176981 /dev/ttys007: \r
1560953595.176986 /dev/ttys007: \n
1560953595.176991 /dev/ttys007: \033[K
1560953595.176995 tty_clear_line: 270 at 0,9
1560953595.176998 /dev/ttys007: \r
1560953595.177001 /dev/ttys007: \n
1560953595.177004 /dev/ttys007: \033[K
1560953595.177008 tty_clear_line: 270 at 0,10
1560953595.177011 /dev/ttys007: \r
1560953595.177014 /dev/ttys007: \n
1560953595.177017 /dev/ttys007: \033[K
1560953595.177021 tty_clear_line: 270 at 0,11
1560953595.177024 /dev/ttys007: \r
1560953595.177027 /dev/ttys007: \n
1560953595.177030 /dev/ttys007: \033[K
1560953595.177034 tty_clear_line: 270 at 0,12
1560953595.177037 /dev/ttys007: \r
1560953595.177040 /dev/ttys007: \n
1560953595.177043 /dev/ttys007: \033[K
1560953595.177046 tty_clear_line: 270 at 0,13
1560953595.177050 /dev/ttys007: \r
1560953595.177053 /dev/ttys007: \n
1560953595.177056 /dev/ttys007: \033[K
1560953595.177059 tty_clear_line: 270 at 0,14
1560953595.177063 /dev/ttys007: \r
1560953595.177066 /dev/ttys007: \n
1560953595.177069 /dev/ttys007: \033[K
1560953595.177072 tty_clear_line: 270 at 0,15
1560953595.177075 /dev/ttys007: \r
1560953595.177079 /dev/ttys007: \n
1560953595.177082 /dev/ttys007: \033[K
1560953595.177085 tty_clear_line: 270 at 0,16
1560953595.177088 /dev/ttys007: \r
1560953595.177092 /dev/ttys007: \n
1560953595.177095 /dev/ttys007: \033[K
1560953595.177098 tty_clear_line: 270 at 0,17
1560953595.177101 /dev/ttys007: \r
1560953595.177104 /dev/ttys007: \n
1560953595.177108 /dev/ttys007: \033[K
1560953595.177111 tty_clear_line: 270 at 0,18
1560953595.177114 /dev/ttys007: \r
1560953595.177117 /dev/ttys007: \n
1560953595.177121 /dev/ttys007: \033[K
1560953595.177124 tty_clear_line: 270 at 0,19
1560953595.177127 /dev/ttys007: \r
1560953595.177130 /dev/ttys007: \n
1560953595.177133 /dev/ttys007: \033[K
1560953595.177137 tty_clear_line: 270 at 0,20
1560953595.177140 /dev/ttys007: \r
1560953595.177143 /dev/ttys007: \n
1560953595.177146 /dev/ttys007: \033[K
1560953595.177150 tty_clear_line: 270 at 0,21
1560953595.177153 /dev/ttys007: \r
1560953595.177156 /dev/ttys007: \n
1560953595.177159 /dev/ttys007: \033[K
1560953595.177163 tty_clear_line: 270 at 0,22
1560953595.177166 /dev/ttys007: \r
1560953595.177169 /dev/ttys007: \n
1560953595.177172 /dev/ttys007: \033[K
1560953595.177176 tty_clear_line: 270 at 0,23
1560953595.177179 /dev/ttys007: \r
1560953595.177182 /dev/ttys007: \n
1560953595.177185 /dev/ttys007: \033[K
1560953595.177190 tty_clear_line: 270 at 0,24
1560953595.177193 /dev/ttys007: \r
1560953595.177197 /dev/ttys007: \n
1560953595.177200 /dev/ttys007: \033[K
1560953595.177203 tty_clear_line: 270 at 0,25
1560953595.177206 /dev/ttys007: \r
1560953595.177209 /dev/ttys007: \n
1560953595.177213 /dev/ttys007: \033[K
1560953595.177216 tty_clear_line: 270 at 0,26
1560953595.177219 /dev/ttys007: \r
1560953595.177222 /dev/ttys007: \n
1560953595.177225 /dev/ttys007: \033[K
1560953595.177229 tty_clear_line: 270 at 0,27
1560953595.177232 /dev/ttys007: \r
1560953595.177235 /dev/ttys007: \n
1560953595.177238 /dev/ttys007: \033[K
1560953595.177242 tty_clear_line: 270 at 0,28
1560953595.177245 /dev/ttys007: \r
1560953595.177248 /dev/ttys007: \n
1560953595.177251 /dev/ttys007: \033[K
1560953595.177254 tty_clear_line: 270 at 0,29
1560953595.177258 /dev/ttys007: \r
1560953595.177261 /dev/ttys007: \n
1560953595.177264 /dev/ttys007: \033[K
1560953595.177267 tty_clear_line: 270 at 0,30
1560953595.177270 /dev/ttys007: \r
1560953595.177274 /dev/ttys007: \n
1560953595.177277 /dev/ttys007: \033[K
1560953595.177280 tty_clear_line: 270 at 0,31
1560953595.177283 /dev/ttys007: \r
1560953595.177286 /dev/ttys007: \n
1560953595.177289 /dev/ttys007: \033[K
1560953595.177293 tty_clear_line: 270 at 0,32
1560953595.177296 /dev/ttys007: \r
1560953595.177299 /dev/ttys007: \n
1560953595.177302 /dev/ttys007: \033[K
1560953595.177305 tty_clear_line: 270 at 0,33
1560953595.177309 /dev/ttys007: \r
1560953595.177312 /dev/ttys007: \n
1560953595.177315 /dev/ttys007: \033[K
1560953595.177318 tty_clear_line: 270 at 0,34
1560953595.177321 /dev/ttys007: \r
1560953595.177324 /dev/ttys007: \n
1560953595.177328 /dev/ttys007: \033[K
1560953595.177332 tty_clear_line: 270 at 0,35
1560953595.177337 /dev/ttys007: \r
1560953595.177342 /dev/ttys007: \n
1560953595.177347 /dev/ttys007: \033[K
1560953595.177352 tty_clear_line: 270 at 0,36
1560953595.177356 /dev/ttys007: \r
1560953595.177362 /dev/ttys007: \n
1560953595.177367 /dev/ttys007: \033[K
1560953595.177372 tty_clear_line: 270 at 0,37
1560953595.177377 /dev/ttys007: \r
1560953595.177382 /dev/ttys007: \n
1560953595.177387 /dev/ttys007: \033[K
1560953595.177392 tty_clear_line: 270 at 0,38
1560953595.177397 /dev/ttys007: \r
1560953595.177402 /dev/ttys007: \n
1560953595.177407 /dev/ttys007: \033[K
1560953595.177412 tty_clear_line: 270 at 0,39
1560953595.177417 /dev/ttys007: \r
1560953595.177422 /dev/ttys007: \n
1560953595.177426 /dev/ttys007: \033[K
1560953595.177432 tty_clear_line: 270 at 0,40
1560953595.177437 /dev/ttys007: \r
1560953595.177442 /dev/ttys007: \n
1560953595.177447 /dev/ttys007: \033[K
1560953595.177452 tty_clear_line: 270 at 0,41
1560953595.177457 /dev/ttys007: \r
1560953595.177462 /dev/ttys007: \n
1560953595.177467 /dev/ttys007: \033[K
1560953595.177472 tty_clear_line: 270 at 0,42
1560953595.177477 /dev/ttys007: \r
1560953595.177482 /dev/ttys007: \n
1560953595.177487 /dev/ttys007: \033[K
1560953595.177492 tty_clear_line: 270 at 0,43
1560953595.177497 /dev/ttys007: \r
1560953595.177502 /dev/ttys007: \n
1560953595.177507 /dev/ttys007: \033[K
1560953595.177512 tty_clear_line: 270 at 0,44
1560953595.177517 /dev/ttys007: \r
1560953595.177522 /dev/ttys007: \n
1560953595.177527 /dev/ttys007: \033[K
1560953595.177533 tty_clear_line: 270 at 0,45
1560953595.177538 /dev/ttys007: \r
1560953595.177542 /dev/ttys007: \n
1560953595.177547 /dev/ttys007: \033[K
1560953595.177552 tty_clear_line: 270 at 0,46
1560953595.177557 /dev/ttys007: \r
1560953595.177562 /dev/ttys007: \n
1560953595.177567 /dev/ttys007: \033[K
1560953595.177572 tty_clear_line: 270 at 0,47
1560953595.177577 /dev/ttys007: \r
1560953595.177582 /dev/ttys007: \n
1560953595.177586 /dev/ttys007: \033[K
1560953595.177592 tty_clear_line: 270 at 0,48
1560953595.177597 /dev/ttys007: \r
1560953595.177602 /dev/ttys007: \n
1560953595.177607 /dev/ttys007: \033[K
1560953595.177612 tty_clear_line: 270 at 0,49
1560953595.177617 /dev/ttys007: \r
1560953595.177621 /dev/ttys007: \n
1560953595.177627 /dev/ttys007: \033[K
1560953595.177632 tty_clear_line: 270 at 0,50
1560953595.177638 /dev/ttys007: \r
1560953595.177643 /dev/ttys007: \n
1560953595.177648 /dev/ttys007: \033[K
1560953595.177654 tty_clear_line: 270 at 0,51
1560953595.177658 /dev/ttys007: \r
1560953595.177663 /dev/ttys007: \n
1560953595.177668 /dev/ttys007: \033[K
1560953595.177674 tty_clear_line: 270 at 0,52
1560953595.177678 /dev/ttys007: \r
1560953595.177683 /dev/ttys007: \n
1560953595.177688 /dev/ttys007: \033[K
1560953595.177693 tty_clear_line: 270 at 0,53
1560953595.177698 /dev/ttys007: \r
1560953595.177703 /dev/ttys007: \n
1560953595.177708 /dev/ttys007: \033[K
1560953595.177713 tty_clear_line: 270 at 0,54
1560953595.177718 /dev/ttys007: \r
1560953595.177722 /dev/ttys007: \n
1560953595.177727 /dev/ttys007: \033[K
1560953595.177732 tty_clear_line: 270 at 0,55
1560953595.177737 /dev/ttys007: \r
1560953595.177741 /dev/ttys007: \n
1560953595.177746 /dev/ttys007: \033[K
1560953595.177751 tty_clear_line: 270 at 0,56
1560953595.177756 /dev/ttys007: \r
1560953595.177761 /dev/ttys007: \n
1560953595.177766 /dev/ttys007: \033[K
1560953595.177771 tty_clear_line: 270 at 0,57
1560953595.177776 /dev/ttys007: \r
1560953595.177781 /dev/ttys007: \n
1560953595.177786 /dev/ttys007: \033[K
1560953595.177792 tty_clear_line: 270 at 0,58
1560953595.177797 /dev/ttys007: \r
1560953595.177802 /dev/ttys007: \n
1560953595.177807 /dev/ttys007: \033[K
1560953595.177812 tty_clear_line: 270 at 0,59
1560953595.177816 /dev/ttys007: \r
1560953595.177820 /dev/ttys007: \n
1560953595.177825 /dev/ttys007: \033[K
1560953595.177831 tty_clear_line: 270 at 0,60
1560953595.177835 /dev/ttys007: \r
1560953595.177840 /dev/ttys007: \n
1560953595.177845 /dev/ttys007: \033[K
1560953595.177851 tty_clear_line: 270 at 0,61
1560953595.177856 /dev/ttys007: \r
1560953595.177861 /dev/ttys007: \n
1560953595.177866 /dev/ttys007: \033[K
1560953595.177871 tty_clear_line: 270 at 0,62
1560953595.177876 /dev/ttys007: \r
1560953595.177880 /dev/ttys007: \n
1560953595.177885 /dev/ttys007: \033[K
1560953595.177890 tty_clear_line: 270 at 0,63
1560953595.177895 /dev/ttys007: \r
1560953595.177900 /dev/ttys007: \n
1560953595.177905 /dev/ttys007: \033[K
1560953595.177910 tty_clear_line: 270 at 0,64
1560953595.177915 /dev/ttys007: \r
1560953595.177920 /dev/ttys007: \n
1560953595.177925 /dev/ttys007: \033[K
1560953595.177931 tty_clear_line: 270 at 0,65
1560953595.177936 /dev/ttys007: \r
1560953595.177941 /dev/ttys007: \n
1560953595.177946 /dev/ttys007: \033[K
1560953595.177952 tty_clear_line: 270 at 0,66
1560953595.177955 /dev/ttys007: \r
1560953595.177958 /dev/ttys007: \n
1560953595.177962 /dev/ttys007: \033[K
1560953595.177965 tty_clear_line: 270 at 0,67
1560953595.177968 /dev/ttys007: \r
1560953595.177971 /dev/ttys007: \n
1560953595.177974 /dev/ttys007: \033[K
1560953595.177978 tty_clear_line: 270 at 0,68
1560953595.177981 /dev/ttys007: \r
1560953595.177984 /dev/ttys007: \n
1560953595.177987 /dev/ttys007: \033[K
1560953595.177991 tty_clear_line: 270 at 0,69
1560953595.177994 /dev/ttys007: \r
1560953595.177997 /dev/ttys007: \n
1560953595.178000 /dev/ttys007: \033[K
1560953595.178003 tty_clear_line: 270 at 0,70
1560953595.178007 /dev/ttys007: \r
1560953595.178010 /dev/ttys007: \n
1560953595.178013 /dev/ttys007: \033[K
1560953595.178016 tty_clear_line: 270 at 0,71
1560953595.178019 /dev/ttys007: \r
1560953595.178023 /dev/ttys007: \n
1560953595.178026 /dev/ttys007: \033[K
1560953595.178029 tty_clear_line: 270 at 0,72
1560953595.178032 /dev/ttys007: \r
1560953595.178036 /dev/ttys007: \n
1560953595.178039 /dev/ttys007: \033[K
1560953595.178042 tty_clear_line: 270 at 0,73
1560953595.178045 /dev/ttys007: \r
1560953595.178048 /dev/ttys007: \n
1560953595.178052 /dev/ttys007: \033[K
1560953595.178055 tty_clear_line: 270 at 0,74
1560953595.178058 /dev/ttys007: \r
1560953595.178061 /dev/ttys007: \n
1560953595.178064 /dev/ttys007: \033[K
1560953595.178068 tty_clear_line: 270 at 0,75
1560953595.178071 /dev/ttys007: \r
1560953595.178074 /dev/ttys007: \n
1560953595.178077 /dev/ttys007: \033[K
1560953595.178081 tty_clear_line: 270 at 0,76
1560953595.178084 /dev/ttys007: \r
1560953595.178087 /dev/ttys007: \n
1560953595.178092 /dev/ttys007: \033[K
1560953595.178095 tty_clear_line: 270 at 0,77
1560953595.178098 /dev/ttys007: \r
1560953595.178102 /dev/ttys007: \n
1560953595.178106 /dev/ttys007: \033[K
1560953595.178111 tty_clear_line: 270 at 0,78
1560953595.178116 /dev/ttys007: \r
1560953595.178121 /dev/ttys007: \n
1560953595.178126 /dev/ttys007: \033[K
1560953595.178132 /dev/ttys007: \033(B\033[m
1560953595.178138 /dev/ttys007: \r
